Designator,Mid X,Mid Y,Layer,Rotation
C69,162.64,12.61,Top,315
C70,162.15,16.03,Top,45
C71,160.75,17.43,Top,45
C72,152.26,17.16,Top,135
C73,156.53,19.86,Top,45
C74,162.66,15.53,Top,45
C75,161.64,16.55,Top,45
C76,153.13,9.25,Top,225
C77,160.25,17.95,Top,45
C78,167.97,6.75,Top,90
C79,195.18,17.59,Top,0
C80,186.96,18.43,Top,90
C81,186.9,28.86,Top,0
C82,186.89,29.6,Top,0
C83,202.35,12.86,Top,270
C84,175.66,35.36,Top,90
C85,177.29,36.24,Top,90
C86,171.3,27.67,Top,270
C87,171.3,30.31,Top,90
C88,172.32,30.03,Top,270
C89,179.3,22.97,Top,270
C90,178.3,22.97,Top,270
C91,183.79,31.19,Top,270
C92,180.2,35.22,Top,0
C93,183.79,29.89,Top,90
C94,178.9,35.22,Top,0
C95,176.4,35.37,Top,90
C96,183.8,27.49,Top,270
C97,181.38,17.88,Top,90
C98,181,15.4,Top,0
C99,175.81,17.14,Top,270
C100,178.59,19.07,Top,90
C101,152.63,9.75,Top,225
D1,29.38,57.17,Top,90
D2,55.69,57.12,Top,90
D3,80.49,57.24,Top,90
D4,105.48,57.07,Top,90
D5,131.36,57.09,Top,90
D6,156.5,57.09,Top,90
D7,182.23,57.78,Top,90
D8,207.83,57.34,Top,90
D9,31.68,27.31,Top,270
D10,26.9,45.3,Top,0
D11,18.88,33.31,Top,180
D12,48.48,44.91,Top,0
D13,54.38,27.03,Top,270
D14,40.58,33.73,Top,180
DISPBOARD,136.69,3.79,Top,180
DVDD,165.44,17.29,Top,0
ESD1,175.34,11.71,Top,90
FB-NI1,29.68,33.51,Top,0
FB-NI2,52.08,33.43,Top,0
GND,128.34,17.71,Top,180
GND-3,91.93,2.04,Top,180
GND-5,108.86,1.85,Top,0
IC1,108.16,9.05,Top,90
IC2,91.43,9.24,Top,90
IC3,135.81,29.05,Top,90
IC4,148.45,29.95,Top,135
IC5,48.08,38.23,Top,90
IC6,9.67,68.25,Top,270
IC7,111.9,69.63,Top,270
IC8,36,69.04,Top,270
IC9,160.85,33.41,Top,180
IC10,60.87,69.49,Top,270
IC11,136.95,69.52,Top,270
IC12,85.94,69.91,Top,270
IC13,25.88,38.11,Top,90
IC14,162.71,69.14,Top,270
IC15,156.78,14.29,Top,315
IC16,188.54,68.96,Top,270
IC17,140.77,19.26,Top,270
IC18,163.45,23.13,Top,0
IC19,157.42,22.98,Top,270
IC20,178.04,28.99,Top,180
IC21,178.62,17.17,Top,0
IOVDD,165.43,3.61,Top,0
J7,38.3,15.86,Top,0
J8,116.25,19.35,Top,90
J9,208.07,46.04,Top,270
J10,205.71,46.06,Top,270
L-REC1,22.46,47.86,Top,180
L-REC2,44.51,47.95,Top,180
L1,114.36,8.95,Top,0
L2,97.63,9.14,Top,0
L3,25.88,27.51,Top,0
L4,183.23,23.58,Top,90
L5,48.18,27.33,Top,0
OPT1,168.65,46.15,Top,180
OPT2,184.1,46,Top,180
R1,105.26,6.25,Top,180
R2,88.53,6.44,Top,180
R3,103.86,7.65,Top,0
R4,105.96,8.35,Top,90
R5,87.13,7.94,Top,0
R6,89.23,8.54,Top,90
R7,110.76,10.95,Top,270
R8,105.96,11.45,Top,90
R9,94.03,11.14,Top,270
R10,89.23,11.64,Top,90
R11,105.96,14.55,Top,270
R12,104.76,11.45,Top,270
R13,89.23,14.74,Top,270
R14,88.03,11.64,Top,270
R15,148.58,3.32,Top,0
R16,150.28,7.75,Top,180
R17,161.01,46.06,Top,90
R18,156.52,46.01,Top,90
R19,151.84,46.03,Top,90
R20,147.24,46.03,Top,90
R21,142.64,46.03,Top,90
R22,138.04,46.03,Top,90
R23,133.44,46.03,Top,90
R24,128.84,46.03,Top,90
R33,10.18,90.02,Top,180
R34,10.18,87.76,Top,180
R35,15.69,89.79,Top,90
R36,10.18,85.2,Top,180
R37,10.18,82.84,Top,0
R38,10.18,80.38,Top,180
R39,10.24,77.9,Top,0
R40,10.22,74.78,Top,180
R41,112.68,91.12,Top,180
R42,112.68,88.96,Top,180
R43,118.49,90.09,Top,90
R44,112.68,86.4,Top,180
R45,112.68,84.04,Top,0
R46,112.68,81.58,Top,180
R47,112.74,79.1,Top,0
R48,112.72,75.98,Top,180
R49,36.68,90.82,Top,180
R50,36.68,88.56,Top,180
R51,42.49,89.69,Top,90
R52,36.68,85.9,Top,180
R53,36.68,83.64,Top,0
R54,36.68,81.18,Top,180
R55,36.74,78.7,Top,0
R56,36.72,73.28,Top,180
R57,3.22,27.01,Top,270
R58,10.12,27.01,Top,270
R59,6.42,27.01,Top,270
R60,30.58,39.11,Top,90
R61,29.78,36.51,Top,180
R62,32.67,47.95,Top,270
R63,176.05,51.95,Top,90
R64,191.75,51.55,Top,90
R65,61.68,91.12,Top,180
R66,61.68,88.86,Top,180
R67,67.49,89.99,Top,90
R68,61.68,86.2,Top,180
R69,61.68,83.94,Top,0
R70,61.68,81.48,Top,180
R71,61.74,79,Top,0
R72,61.72,75.88,Top,180
R73,137.88,91.62,Top,180
R74,137.88,89.16,Top,180
R75,144.09,90.09,Top,90
R76,137.88,86.4,Top,180
R77,137.88,84.04,Top,0
R78,137.88,81.58,Top,180
R79,137.94,79.1,Top,0
R80,137.92,75.98,Top,180
R81,86.88,91.52,Top,180
R82,86.88,89.26,Top,180
R83,92.69,89.89,Top,90
R84,86.88,86.7,Top,180
R85,86.88,84.34,Top,0
R86,86.88,81.88,Top,180
R87,86.94,79.4,Top,0
R88,86.92,76.28,Top,180
R89,156.25,33.51,Top,90
R90,161.45,27.51,Top,180
R91,160.55,39.21,Top,90
R92,159.35,39.21,Top,90
R93,145.25,21.71,Top,180
R94,119.28,17.24,Top,180
R95,122.68,17.24,Top,180
R96,15.18,29.81,Top,0
R97,163.3,91.22,Top,180
R98,163.3,88.46,Top,180
R99,168.81,89.99,Top,90
R100,163.3,85.9,Top,180
R101,163.3,83.54,Top,0
R102,163.3,81.08,Top,180
R103,163.36,78.6,Top,0
R104,163.34,75.48,Top,180
R105,52.18,36.53,Top,180
R106,54.23,47.08,Top,270
R107,53.08,39.33,Top,90
R108,37.48,28.93,Top,0
R109,139.46,16,Top,0
R111,158.82,26.56,Top,90
R112,197.6,36.33,Top,180
R113,189.4,90.42,Top,180
R114,189.4,88.16,Top,180
R115,195.21,89.79,Top,90
R116,189.4,85.6,Top,180
R117,189.4,83.24,Top,0
R118,189.4,80.78,Top,180
R119,189.46,78.5,Top,0
R120,189.44,75.18,Top,180
R121,178.11,8.98,Top,0
R122,162.41,17.69,Top,225
R123,161.87,18.2,Top,225
R124,176.97,9.16,Top,90
R125,173.97,9.18,Top,90
R126,169.74,13.08,Top,270
R127,169.73,11.78,Top,270
R128,158.01,26.57,Top,90
R129,156.96,26.29,Top,0
R130,154,23.58,Top,0
R131,169.23,6.75,Top,90
R132,197.66,27.58,Top,0
R133,186.9,26.66,Top,0
R134,186.91,25.9,Top,0
R135,185.6,29.6,Top,0
R136,185.61,28.87,Top,0
R137,185.61,28.14,Top,0
R138,185.6,30.33,Top,0
R139,185.6,27.4,Top,180
R140,185.62,25.17,Top,180
R141,185.52,18.42,Top,270
R142,197.77,18.59,Top,270
R143,182.77,32.66,Top,180
R144,171.3,28.98,Top,270
R145,174.26,24.23,Top,270
R146,186.96,21.58,Top,90
R147,164.01,7.21,Top,270
R149,130.31,11.35,Top,270
REF1,136.97,15.76,Top,180
RESET,202.41,29.67,Top,180
SW,118.11,10.76,Top,270
SW3,98.13,15.04,Top,180
USBC,175.22,2.65,Top,0
VBUS,168.88,15.16,Top,180
VNI1,27.18,33.01,Top,90
VNI2,49.38,33.03,Top,270
VREF,143.21,14.13,Top,0
X1,148.59,5.54,Top,0
X2,169.4,28.97,Top,90
Z1,121.84,20.3,Top,0
R25,15.72,89.79,Bottom,90
R26,118.52,90.09,Bottom,90
R27,144.12,90.09,Bottom,90
R28,168.84,89.99,Bottom,90
R29,195.24,89.79,Bottom,90
R30,92.72,89.89,Bottom,90
R31,67.52,89.99,Bottom,90
R32,42.52,89.69,Bottom,90
